city,avgCoveredCharges,averagePayments
ADRIAN,28896,11213
ALPENA,29954,13753
ANN ARBOR,42493,18756
BAD AXE,10348,11600
BATTLE CREEK,27814,12205
BAY CITY,32248,11693
CADILLAC,17869,10515
CHELSEA,19054,11033
CLINTON TOWNSHI,22182,12464
COLDWATER,26088,12373
COMMERCE TOWNSH,33974,13687
DEARBORN,34457,14676
DETROIT,35216,18046
FARMINGTON HILL,25026,16360
FLINT,33626,15482
GARDEN CITY,16506,13335
GRAND BLANC,38939,15735
GRAND RAPIDS,23613,14246
GRAYLING,20590,9965
GREENVILLE,21890,10996
GROSSE POINTE,26394,12547
HASTINGS,23344,12045
HOLLAND,21998,11607
HOWELL,19139,11501
JACKSON,39228,11310
KALAMAZOO,35600,14548
LANSING,47430,15088
LAPEER,39123,11389
LIVONIA,22416,11422
MARQUETTE,24140,13939
MONROE,38366,14157
MOUNT CLEMENS,25417,12374
MUSKEGON,17634,12020
OWOSSO,28484,11792
PETOSKEY,23656,13184
PONTIAC,25186,16525
PORT HURON,33507,11945
ROCHESTER,61748,14138
ROYAL OAK,49949,15832
SAGINAW,37190,12923
SAULT SAINTE MA,26834,16160
SOUTHFIELD,37160,15231
ST JOSEPH,24712,13227
TAWAS CITY,13212,11790
TAYLOR,34922,12366
TRAVERSE CITY,40945,15194
TRENTON,35696,13180
TROY,43413,12473
W BLOOMFIELD,40510,13216
WARREN,36661,13874
WAYNE,44313,14508
WYANDOTTE,28906,12531
WYOMING,16424,13515
