city,avgCoveredCharges,averagePayments
ADRIAN,19351,5812
ALMA,11906,8397
ALPENA,17552,7011
ANN ARBOR,22110,8714
BAD AXE,10062,6562
BATTLE CREEK,17290,6501
BAY CITY,19898,5879
BIG RAPIDS,7537,6095
CADILLAC,15019,5850
CHELSEA,10704,5720
CLARE,11691,5692
CLINTON TOWNSHI,14752,6355
COLDWATER,14033,6406
COMMERCE TOWNSH,18021,6726
DEARBORN,26182,7460
DETROIT,21582,9398
EAST CHINA,12803,5872
ESCANABA,26619,6867
FARMINGTON HILL,17216,8451
FLINT,20209,8122
GARDEN CITY,12858,7422
GRAND BLANC,19284,7915
GRAND HAVEN,13048,5684
GRAND RAPIDS,12981,7522
GRAYLING,15196,6577
GREENVILLE,10935,6050
GROSSE POINTE,13359,6246
HANCOCK,11805,7376
HASTINGS,8732,6134
HILLSDALE,14023,6504
HOLLAND,14391,6238
HOWELL,15932,6619
IRON MOUNTAIN,15579,6723
JACKSON,22430,6069
KALAMAZOO,18096,7574
LANSING,24694,7479
LAPEER,20941,5958
LIVONIA,14491,5958
LUDINGTON,16362,6841
MARQUETTE,11542,7228
MARSHALL,25082,6079
MIDLAND,14747,6809
MONROE,16402,6040
MOUNT CLEMENS,15053,6875
MOUNT PLEASANT,14001,5829
MUSKEGON,13002,6504
OWOSSO,18955,6567
PETOSKEY,14134,6757
PONTIAC,14900,8076
PORT HURON,16478,5872
ROCHESTER,20791,6188
ROYAL OAK,22692,7673
SAGINAW,21709,6641
SAULT SAINTE MA,14650,8010
SOUTHFIELD,20917,7635
ST JOSEPH,11034,6601
STURGIS,12308,6740
TAWAS CITY,8695,5996
TAYLOR,22390,6368
THREE RIVERS,11274,6408
TRAVERSE CITY,18115,7149
TRENTON,22091,7034
TROY,22538,6373
W BLOOMFIELD,19980,5556
WARREN,19755,6845
WAYNE,20128,6589
WEST BRANCH,8701,6083
WYANDOTTE,14277,6347
WYOMING,14320,7450
ZEELAND,14369,5716
