city,avgCoveredCharges,averagePayments
ADRIAN,20677,5325
ALMA,11075,8017
ALPENA,21544,6705
ANN ARBOR,19155,8459
BAD AXE,7808,6701
BATTLE CREEK,12165,5925
BAY CITY,15384,5581
CADILLAC,11083,5383
CARSON CITY,11105,7211
CLARE,10615,5197
CLINTON TOWNSHI,12822,5945
COLDWATER,12514,5874
COMMERCE TOWNSH,17044,6292
DEARBORN,17693,7013
DETROIT,16753,8749
EAST CHINA,12410,5290
ESCANABA,19462,6324
FARMINGTON HILL,14553,8218
FLINT,15720,7532
FREMONT,12717,5964
GARDEN CITY,12534,7081
GRAND BLANC,18356,7494
GRAND RAPIDS,13199,7266
GRAYLING,10479,5853
GREENVILLE,10362,5723
GROSSE POINTE,14669,5870
HANCOCK,10176,7575
HASTINGS,17303,6033
HILLSDALE,15408,6822
HOLLAND,14704,5903
HOWELL,13517,6897
IRON MOUNTAIN,14345,5647
JACKSON,21314,5645
KALAMAZOO,16468,6973
LANSING,21947,6903
LAPEER,17141,5617
LIVONIA,11585,5488
LUDINGTON,23645,6575
MARQUETTE,8595,6423
MARSHALL,18621,5811
MIDLAND,14602,6611
MONROE,15612,5718
MOUNT CLEMENS,10394,6374
MOUNT PLEASANT,13421,5437
MUSKEGON,10850,6487
OWOSSO,19348,5920
PETOSKEY,13200,6508
PONTIAC,12094,7606
PORT HURON,15838,5663
ROCHESTER,21738,5868
ROYAL OAK,25629,7447
SAGINAW,19320,6339
SAULT SAINTE MA,9515,7612
SOUTHFIELD,21276,7289
ST JOSEPH,10750,5918
STURGIS,10743,6612
TAWAS CITY,5956,5691
TAYLOR,18580,6007
THREE RIVERS,12333,6147
TRAVERSE CITY,18251,6705
TRENTON,18161,6509
TROY,24959,6233
W BLOOMFIELD,17378,5156
WARREN,17093,6509
WAYNE,15168,6696
WEST BRANCH,10661,5836
WYANDOTTE,13953,6039
WYOMING,11093,7653
