city,avgCoveredCharges,averagePayments
ADRIAN,43754,10628
ALMA,29881,15513
ALPENA,42228,13115
ANN ARBOR,43598,16939
BATTLE CREEK,38346,11875
BAY CITY,27590,10658
CADILLAC,27502,10694
CHELSEA,30370,11399
CLINTON TOWNSHI,32988,11467
COLDWATER,32780,11417
COMMERCE TOWNSH,44023,12290
DEARBORN,50020,13282
DETROIT,46652,16331
EAST CHINA,25627,10769
ESCANABA,34096,12959
FARMINGTON HILL,30104,14865
FLINT,34544,13458
GARDEN CITY,30509,13475
GAYLORD,25353,13326
GRAND BLANC,41002,14018
GRAND RAPIDS,25785,13951
GROSSE POINTE,33180,12093
HANCOCK,25497,13958
HASTINGS,31006,12171
HILLSDALE,22839,11412
HOLLAND,33594,11276
HOWELL,36194,12660
IRON MOUNTAIN,29183,11040
JACKSON,40919,11051
KALAMAZOO,37715,13526
LANSING,41694,13613
LAPEER,34463,10773
LIVONIA,27543,10904
LUDINGTON,30433,12548
MARQUETTE,27152,13047
MARSHALL,45955,10805
MIDLAND,28284,12554
MONROE,25317,11026
MOUNT CLEMENS,38262,12093
MOUNT PLEASANT,28156,10422
MUSKEGON,24379,11579
OWOSSO,36571,11454
PETOSKEY,25594,12181
PONTIAC,32029,14557
PORT HURON,30901,10789
ROCHESTER,44611,11152
ROYAL OAK,35579,14282
SAGINAW,31711,11874
SOUTHFIELD,36666,13272
ST JOSEPH,25778,11417
TRAVERSE CITY,31226,13738
TRENTON,45187,12244
TROY,30249,11544
W BLOOMFIELD,35730,10124
WARREN,28622,12202
WAYNE,44436,12013
WEST BRANCH,18640,11440
WYANDOTTE,28489,11517
WYOMING,30194,13700
