city,avgCoveredCharges,averagePayments
ALMA,16242,12258
ALPENA,25461,9969
ANN ARBOR,31274,14548
BAD AXE,10148,9242
BATTLE CREEK,21835,8641
BAY CITY,25042,8457
CADILLAC,14386,7876
CLINTON TOWNSHI,14561,8674
COLDWATER,15844,8347
DEARBORN,27638,10512
DETROIT,25363,12595
EAST CHINA,16627,8052
FARMINGTON HILL,19867,12096
FLINT,18858,9744
GARDEN CITY,18027,10723
GRAND BLANC,26475,11347
GRAND RAPIDS,16868,10309
GRAYLING,13945,7983
GREENVILLE,16970,7583
GROSSE POINTE,17703,8459
HANCOCK,10994,9821
HILLSDALE,21712,9237
HOLLAND,21114,8142
IRON MOUNTAIN,19085,8587
JACKSON,27369,8348
KALAMAZOO,26117,10492
LANSING,25699,10113
LAPEER,24581,8320
LIVONIA,18716,8224
MIDLAND,22693,9754
MONROE,21564,8654
MOUNT PLEASANT,25541,8262
MUSKEGON,15090,8856
OWOSSO,25023,8139
PETOSKEY,20725,9280
PONTIAC,18444,11221
PORT HURON,21032,8287
ROCHESTER,35752,9027
ROYAL OAK,32300,11335
SAGINAW,24890,9299
SAULT SAINTE MA,18993,11689
SOUTHFIELD,28119,10795
ST JOSEPH,13688,8520
TAYLOR,20664,8915
TRAVERSE CITY,22148,10198
TRENTON,23688,9248
TROY,28950,8957
W BLOOMFIELD,26148,7635
WARREN,21217,9566
WAYNE,22545,9313
WYANDOTTE,17652,9037
