city,avgCoveredCharges,averagePayments
ADRIAN,14136,4045
ALMA,8197,5613
ALPENA,15437,4965
ANN ARBOR,12987,5761
BATTLE CREEK,12732,4802
BAY CITY,13174,4111
CADILLAC,11830,4397
CLINTON TOWNSHI,9936,4459
COLDWATER,10936,4391
COMMERCE TOWNSH,14769,4746
DEARBORN,14396,5190
DETROIT,14400,6741
EAST CHINA,8917,4100
FARMINGTON HILL,11301,6057
FLINT,14103,6043
FREMONT,9245,4634
GARDEN CITY,9434,5255
GRAND BLANC,15533,5598
GRAND RAPIDS,8886,5382
GRAYLING,11161,4622
GROSSE POINTE,12007,4463
HASTINGS,9130,4319
HILLSDALE,8986,4726
HOLLAND,10609,4637
HOWELL,13636,4843
IRON MOUNTAIN,10654,4198
JACKSON,15131,4422
KALAMAZOO,12903,5342
LANSING,18888,5339
LAPEER,15414,4182
LIVONIA,10671,4186
LUDINGTON,10728,4719
MARQUETTE,10805,5228
MARSHALL,14692,5199
MIDLAND,10651,4845
MONROE,13489,4349
MOUNT CLEMENS,10344,4802
MOUNT PLEASANT,11796,4019
MUSKEGON,9869,4620
OWOSSO,15079,4382
PETOSKEY,11060,4744
PONTIAC,11257,5970
PORT HURON,12177,4130
ROCHESTER,12494,4310
ROYAL OAK,16391,5435
SAGINAW,14947,4629
SAULT SAINTE MA,9394,5632
SOUTHFIELD,13673,5321
ST JOSEPH,8728,4656
TAWAS CITY,7033,4309
TAYLOR,18166,4442
THREE RIVERS,13138,4686
TRAVERSE CITY,13315,5225
TRENTON,15772,5497
TROY,15548,4517
W BLOOMFIELD,13107,4015
WARREN,15400,4890
WAYNE,14709,4592
WEST BRANCH,5955,4346
WYANDOTTE,12063,4513
WYOMING,9602,5154
