city,avgCoveredCharges,averagePayments
ADRIAN,21078,5935
ALMA,10283,8255
ALPENA,19005,6978
ANN ARBOR,21097,8652
BAD AXE,5825,6742
BATTLE CREEK,10955,6207
BAY CITY,21873,6073
BIG RAPIDS,6365,6261
CADILLAC,13241,5806
CARSON CITY,8852,7097
CHELSEA,12582,6062
CLARE,11734,5688
CLINTON TOWNSHI,12520,6376
COLDWATER,12750,6182
COMMERCE TOWNSH,19303,6750
DEARBORN,20140,7389
DETROIT,17259,9467
EAST CHINA,11704,5744
ESCANABA,22412,6770
FARMINGTON HILL,16922,8453
FLINT,17855,8672
FREMONT,11834,6258
GARDEN CITY,14211,7666
GAYLORD,8556,6524
GRAND BLANC,16703,7886
GRAND HAVEN,13706,5281
GRAND RAPIDS,12291,7525
GRAYLING,11814,6165
GREENVILLE,11795,6255
GROSSE POINTE,15236,6186
HANCOCK,7773,7181
HASTINGS,12835,6203
HILLSDALE,15629,6484
HOLLAND,13576,5914
HOWELL,15354,6941
IRON MOUNTAIN,14362,6852
JACKSON,21648,6022
KALAMAZOO,16668,7314
LANSING,21032,7368
LAPEER,18267,5906
LIVONIA,12854,5803
LUDINGTON,21200,6756
MARQUETTE,10326,7262
MARSHALL,18979,5542
MIDLAND,13121,6748
MONROE,17505,6373
MOUNT CLEMENS,11773,6697
MOUNT PLEASANT,12824,5557
MUSKEGON,11825,6627
OWOSSO,20056,6155
PETOSKEY,15226,6671
PONTIAC,12666,8377
PORT HURON,15475,5869
ROCHESTER,19280,6145
ROYAL OAK,23941,7672
SAGINAW,16612,6534
SAULT SAINTE MA,11467,8033
SOUTHFIELD,18751,7662
ST JOSEPH,9997,6250
STURGIS,10612,6622
TAWAS CITY,7144,5970
TAYLOR,21666,6348
THREE RIVERS,12412,6676
TRAVERSE CITY,22707,7205
TRENTON,19338,6748
TROY,24540,6213
W BLOOMFIELD,17354,5492
WARREN,19074,6887
WATERVLIET,10805,7250
WAYNE,18032,6565
WEST BRANCH,8678,6109
WYANDOTTE,15465,6437
WYOMING,13505,7297
ZEELAND,12088,5679
