city,avgCoveredCharges,averagePayments
ALAMOGORDO,18370,9325
ALBUQUERQUE,28071,8585
ARTESIA,19021,9381
CARLSBAD,33259,8463
CLOVIS,33197,6908
DEMING,33774,7643
FARMINGTON,25261,9607
GALLUP,17761,8353
HOBBS,44944,8454
LAS CRUCES,27720,7369
LAS VEGAS,40928,9989
ROSWELL,53146,11163
SANTA FE,20758,9889
SILVER CITY,11692,7184
