city,avgCoveredCharges,averagePayments
ANNAPOLIS,13811,13036
BALTIMORE,21765,20473
BEL AIR,17429,16416
BERLIN,15672,14732
BETHESDA,16284,15356
CHEVERLY,25617,24245
CLINTON,24382,22919
COLUMBIA,15480,14552
CUMBERLAND,17103,16077
EASTON,18147,17058
ELKTON,20747,19502
FREDERICK,15932,14976
GLEN BURNIE,15187,14276
HAGERSTOWN,15706,14790
LA PLATA,18367,17265
LANHAM,19251,18096
LEONARDTOWN,20358,19137
OLNEY,16890,15877
PRINCE FREDERIC,17593,16620
RANDALLSTOWN,20702,19460
ROCKVILLE,16646,15647
SALISBURY,18556,17473
SILVER SPRING,18888,17755
TAKOMA PARK,18565,17451
TOWSON,16096,15168
WESTMINSTER,20657,19417
