city,avgCoveredCharges,averagePayments
ANNAPOLIS,8887,8450
BALTIMORE,12128,11426
BEL AIR,11062,10439
BERLIN,7566,7112
BETHESDA,10490,9861
CHEVERLY,11434,10748
CLINTON,9304,8746
COLUMBIA,9074,8529
CUMBERLAND,13704,12882
EASTON,9667,9087
ELKTON,10616,10031
FORT WASHINGTON,13853,13022
FREDERICK,11062,10398
GLEN BURNIE,9245,8690
HAGERSTOWN,12316,11577
HAVRE DE GRACE,7529,7077
LA PLATA,8201,7709
LANHAM,12741,11922
LEONARDTOWN,10982,10322
OLNEY,11968,11286
PRINCE FREDERIC,6689,6287
RANDALLSTOWN,9102,8589
ROCKVILLE,11711,11026
SALISBURY,9610,9064
SILVER SPRING,10728,10166
TAKOMA PARK,13587,12764
TOWSON,11272,10595
WESTMINSTER,11353,10911
