city,avgCoveredCharges,averagePayments
ANNAPOLIS,5522,5214
BALTIMORE,7021,6621
BEL AIR,6127,5816
BERLIN,5446,5119
BETHESDA,6121,5754
CHEVERLY,8285,7788
CLINTON,6877,6486
COLUMBIA,6490,6140
CUMBERLAND,6920,6505
EASTON,5730,5387
ELKTON,5715,5372
FREDERICK,5748,5406
GLEN BURNIE,5489,5216
HAGERSTOWN,4591,4379
HAVRE DE GRACE,4868,4576
LA PLATA,5658,5318
LANHAM,4549,4276
LEONARDTOWN,5464,5136
OLNEY,6502,6112
PRINCE FREDERIC,5785,5439
RANDALLSTOWN,5688,5366
ROCKVILLE,4861,4569
SALISBURY,5835,5485
SILVER SPRING,6456,6069
TAKOMA PARK,7430,6930
TOWSON,6203,5831
WESTMINSTER,6946,6529
