city,avgCoveredCharges,averagePayments
ANNAPOLIS,13549,12770
BALTIMORE,22611,21267
BEL AIR,12501,11783
BERLIN,9654,9074
BETHESDA,18839,17731
CHEVERLY,23507,22096
CLINTON,18586,17470
COLUMBIA,15820,14899
CUMBERLAND,16673,15672
EASTON,11348,10667
ELKTON,12376,11633
FREDERICK,13727,12918
GLEN BURNIE,14735,13905
HAGERSTOWN,14630,13782
LANHAM,17726,16798
LAUREL,14680,13799
LEONARDTOWN,13396,12592
OLNEY,12872,12100
PRINCE FREDERIC,10701,10059
RANDALLSTOWN,18587,17531
ROCKVILLE,15820,14875
SALISBURY,15403,14493
SILVER SPRING,21854,20572
TAKOMA PARK,23246,21895
TOWSON,15722,14806
WESTMINSTER,13804,13035
