city,avgCoveredCharges,averagePayments
ANNAPOLIS,7503,7108
BALTIMORE,11636,10958
BEL AIR,9330,8785
BERLIN,8286,7793
BETHESDA,8856,8361
CHESTERTOWN,9626,9049
CHEVERLY,16659,15756
CLINTON,8670,8165
COLUMBIA,7282,6881
CUMBERLAND,8533,8021
EASTON,9805,9243
ELKTON,8876,8343
FORT WASHINGTON,8264,7768
FREDERICK,8418,7934
GLEN BURNIE,7570,7148
HAGERSTOWN,8325,7848
HAVRE DE GRACE,9841,9250
LA PLATA,8474,7983
LANHAM,9923,9349
LAUREL,8626,8152
LEONARDTOWN,7174,6744
OAKLAND,9406,8920
OLNEY,8999,8474
PRINCE FREDERIC,7423,7004
RANDALLSTOWN,10268,9652
ROCKVILLE,8291,7804
SALISBURY,9197,8654
SILVER SPRING,8608,8104
TAKOMA PARK,9840,9291
TOWSON,10930,10306
WESTMINSTER,10309,9744
