city,avgCoveredCharges,averagePayments
ANNAPOLIS,39143,37050
BALTIMORE,60584,57004
BEL AIR,39690,37446
BERLIN,32380,30438
BETHESDA,39728,37402
CLINTON,45804,43056
COLUMBIA,39684,37303
CUMBERLAND,41549,39103
EASTON,38798,36693
ELKTON,44582,41907
FREDERICK,38070,35785
GLEN BURNIE,48071,45187
HAGERSTOWN,36903,34701
LA PLATA,31804,29896
LANHAM,55921,52566
LAUREL,44708,42026
OLNEY,32598,30770
RANDALLSTOWN,44823,42208
ROCKVILLE,34673,32593
SALISBURY,44230,41577
SILVER SPRING,43939,41484
TOWSON,35949,33792
WESTMINSTER,46419,43634
