city,avgCoveredCharges,averagePayments
ANNAPOLIS,4335,4092
BALTIMORE,6994,6606
BEL AIR,4853,4596
BERLIN,3726,3503
BETHESDA,5214,4951
CHESTERTOWN,4794,4507
CHEVERLY,5891,5537
CLINTON,4817,4541
COLUMBIA,5091,4785
CUMBERLAND,5337,5028
EASTON,4535,4296
ELKTON,5225,4911
FREDERICK,4850,4581
GLEN BURNIE,5369,5089
HAGERSTOWN,3872,3705
HAVRE DE GRACE,5601,5322
LA PLATA,4951,4677
LANHAM,6064,5717
LEONARDTOWN,4509,4238
OAKLAND,4343,4131
OLNEY,5351,5065
PRINCE FREDERIC,4845,4555
RANDALLSTOWN,5329,5023
ROCKVILLE,5318,5030
SALISBURY,4733,4480
SILVER SPRING,5554,5234
TAKOMA PARK,6305,5926
TOWSON,4056,3855
WESTMINSTER,6173,5814
