city,avgCoveredCharges,averagePayments
ANNAPOLIS,9103,8557
BALTIMORE,10532,9922
BEL AIR,7469,7065
BERLIN,8078,7593
BETHESDA,7791,7338
CHESTERTOWN,12154,11425
CHEVERLY,13435,12629
CLINTON,8493,7994
COLUMBIA,7069,6656
CUMBERLAND,9834,9256
EASTON,9809,9229
ELKTON,7399,6974
FREDERICK,7647,7204
GLEN BURNIE,8530,8037
HAGERSTOWN,8407,7927
HAVRE DE GRACE,7687,7304
LA PLATA,7467,7035
LANHAM,8067,7592
LAUREL,7320,6881
LEONARDTOWN,8722,8199
OAKLAND,9454,8886
OLNEY,8354,7853
PRINCE FREDERIC,8478,7970
RANDALLSTOWN,9127,8587
ROCKVILLE,8048,7605
SALISBURY,8724,8214
SILVER SPRING,8911,8405
TAKOMA PARK,10354,9751
TOWSON,7719,7273
WESTMINSTER,10778,10146
