city,avgCoveredCharges,averagePayments
ANNAPOLIS,6045,5729
BALTIMORE,9587,9048
BEL AIR,6929,6539
BERLIN,5392,5110
BETHESDA,7545,7125
CHESTERTOWN,8469,7961
CHEVERLY,9033,8491
CLINTON,7786,7366
COLUMBIA,8793,8266
CUMBERLAND,9610,9062
EASTON,6844,6433
ELKTON,7859,7388
FREDERICK,9023,8482
GLEN BURNIE,6211,5865
HAGERSTOWN,7208,6775
HAVRE DE GRACE,7756,7371
LA PLATA,6885,6472
LANHAM,6431,6045
LEONARDTOWN,5982,5623
OLNEY,9468,8929
PRINCE FREDERIC,8919,8501
RANDALLSTOWN,7979,7591
ROCKVILLE,6311,5956
SALISBURY,6490,6180
SILVER SPRING,7379,6936
TAKOMA PARK,8652,8238
TOWSON,7871,7421
WESTMINSTER,7165,6735
