city,avgCoveredCharges,averagePayments
ABILENE,24600,4103
AMARILLO,15031,3847
ARLINGTON,18814,4392
ATHENS,20126,4285
AUSTIN,18937,4502
BAY CITY,15250,4406
BAYTOWN,30124,4881
BEAUMONT,18289,4046
BROWNSVILLE,38125,5697
BROWNWOOD,23250,3925
BRYAN,20080,4436
CLARKSVILLE,24144,3970
CONROE,27411,4536
CORPUS CHRISTI,27171,4510
CROCKETT,21292,4177
DALLAS,21064,4987
DENISON,17338,4453
DENTON,25855,3982
EDINBURG,24037,5796
EL PASO,26953,4993
FLOWER MOUND,21444,4747
FORT WORTH,18915,4897
FREDERICKSBURG,13509,4200
GREENVILLE,19489,4481
HARLINGEN,18522,5719
HOUSTON,20676,5404
IRVING,20380,4417
KATY,18692,4387
KERRVILLE,11574,4204
LAKE JACKSON,15354,4332
LAREDO,24834,5188
LONGVIEW,16665,4195
LUBBOCK,30921,4680
LUFKIN,23713,3847
MCALLEN,36604,5375
MIDLAND,16887,4318
MISSION,13430,5587
NACOGDOCHES,12980,4198
ODESSA,15058,4862
PALESTINE,19473,4264
PARIS,11972,4379
PASADENA,36583,4763
PLANO,26270,4199
PORT ARTHUR,21946,4132
RICHMOND,22034,4756
ROUND ROCK,22529,3964
ROWLETT,29786,4212
SAN ANGELO,10205,4031
SAN ANTONIO,18298,4898
SEGUIN,12311,4280
SUGAR LAND,22238,4165
SULPHUR SPRINGS,8356,3910
TEXARKANA,17906,4032
TOMBALL,22400,4116
TYLER,28528,3973
VICTORIA,29954,4090
WEATHERFORD,17533,4014
WEBSTER,32109,4415
WESLACO,17139,4817
WICHITA FALLS,17028,5118
