city,avgCoveredCharges,averagePayments
ABILENE,26009,6502
ALICE,53434,6470
AMARILLO,27848,7235
ATHENS,35586,6647
AUSTIN,37556,7285
BAY CITY,20747,7251
BAYTOWN,49725,7829
BEAUMONT,31894,6573
BEDFORD,23750,6381
BRENHAM,19044,7838
BROWNSVILLE,67872,9562
BRYAN,30906,7431
CARROLLTON,31696,7407
CONROE,61027,7811
CORPUS CHRISTI,43668,7900
CORSICANA,25092,6432
CYPRESS,59428,6546
DALLAS,30148,8934
DENISON,27984,7416
DENTON,34950,6985
EAGLE PASS,44561,6905
EDINBURG,44740,9681
EL PASO,67870,8087
FORT WORTH,35187,7605
GALVESTON,29892,18205
HARLINGEN,31102,8644
HOUSTON,36626,8965
HUMBLE,26478,7601
IRVING,25871,7171
KATY,31966,7297
KILLEEN,35062,6743
KINGWOOD,75220,7574
LAKE JACKSON,25993,6954
LAREDO,58233,8437
LONGVIEW,29102,6889
LUBBOCK,40160,7594
LUFKIN,56018,6369
MANSFIELD,26390,6193
MCALLEN,60438,9009
MCKINNEY,45072,6906
MIDLAND,21258,7162
MISSION,24655,8753
NASSAU BAY,27285,5822
NORTH RICHLAND,46047,6243
ODESSA,32800,8124
PARIS,29713,6860
PASADENA,46423,7891
PLANO,47895,7171
PORT ARTHUR,45416,6853
ROUND ROCK,38654,6539
ROWLETT,34508,6425
SAN ANGELO,23156,8255
SAN ANTONIO,41755,8431
SHERMAN,26852,6937
SUGAR LAND,52207,6925
SUNNYVALE,34410,10253
TEMPLE,21488,8051
TEXARKANA,27345,6727
TOMBALL,31731,6963
TYLER,53883,6615
VICTORIA,41570,6628
WACO,22168,7105
WEBSTER,55115,7180
WESLACO,17844,7927
WICHITA FALLS,30872,8879
