city,avgCoveredCharges,averagePayments
ABILENE,112893,29951
AMARILLO,124463,31705
ARLINGTON,183474,41878
AUSTIN,174195,37442
BAYTOWN,205994,34764
BEAUMONT,141867,33514
BEDFORD,99120,27890
BROWNSVILLE,267055,40112
BROWNWOOD,113495,26557
BRYAN,153149,32411
CONROE,245730,36479
CORPUS CHRISTI,190312,36531
CYPRESS,275764,33942
DALLAS,152201,41408
DENISON,125265,38912
DENTON,209504,38238
EDINBURG,185306,43227
EL PASO,236376,34560
FORT WORTH,142744,35744
GALVESTON,148616,84160
GARLAND,103797,51426
GRAPEVINE,104750,27988
HARLINGEN,169064,39749
HOUSTON,145822,38038
HUMBLE,104800,30624
IRVING,122966,37517
KERRVILLE,72069,33030
KILLEEN,114832,38495
KINGWOOD,203731,33843
LAREDO,165704,39835
LONGVIEW,91200,29518
LUBBOCK,229458,38518
LUFKIN,162600,25333
MCKINNEY,232268,59122
MIDLAND,76657,32576
MISSION,122277,38844
MOUNT PLEASANT,62943,29412
NACOGDOCHES,125171,27944
NORTH RICHLAND,139315,25961
ODESSA,105302,38515
PARIS,101542,31344
PASADENA,169108,39827
PLANO,152917,33180
RICHARDSON,157275,44289
ROUND ROCK,116506,32021
SAN ANGELO,71361,28481
SAN ANTONIO,156149,37602
SAN MARCOS,99198,30541
SEGUIN,86298,31489
SHERMAN,132538,33066
SUGAR LAND,148694,31014
TEMPLE,94683,37113
TEXARKANA,111818,32433
THE WOODLANDS,125725,34790
TOMBALL,115717,28056
TYLER,173543,28697
VICTORIA,142960,29682
WACO,74455,30152
WAXAHACHIE,85504,30138
WEATHERFORD,89003,24957
WEBSTER,231399,32788
WHARTON,159306,38521
WICHITA FALLS,118423,32451
