city,avgCoveredCharges,averagePayments
ABILENE,60016,12918
AMARILLO,60054,14142
ARLINGTON,77556,15168
ATHENS,90777,13386
AUSTIN,80086,15725
AZLE,28901,12306
BAYTOWN,109189,15693
BEAUMONT,60715,12868
BEDFORD,53910,12533
BEEVILLE,67635,16047
BROWNSVILLE,121541,18658
BROWNWOOD,68522,12066
BRYAN,65730,14112
CLEBURNE,58864,13353
COLLEGE STATION,153724,16688
CONROE,98745,14215
CORPUS CHRISTI,79327,14740
CORSICANA,60996,13740
CYPRESS,108949,12822
DALLAS,68762,16982
DECATUR,60356,13372
DEL RIO,28993,12763
DENISON,66800,14575
DENTON,81305,13186
EAGLE PASS,59552,10120
EDINBURG,92565,18589
EL PASO,88540,16947
ENNIS,51999,13697
FORT WORTH,64091,14939
GALVESTON,53123,31292
GARLAND,48352,14797
GRANBURY,112096,16868
GRAPEVINE,50544,13200
GREENVILLE,35262,13553
HARLINGEN,72879,16654
HOUSTON,70814,17558
HUMBLE,46904,14276
HUNTSVILLE,29253,14232
IRVING,44703,14990
KATY,35023,13901
KAUFMAN,41147,13249
KERRVILLE,41342,15027
KILLEEN,46532,13354
KINGSVILLE,47946,10397
KINGWOOD,95862,14922
KYLE,100856,19389
LAKE JACKSON,38610,13116
LAREDO,64675,15861
LEWISVILLE,112712,16122
LONGVIEW,68508,13332
LUBBOCK,91506,15519
LUFKIN,92419,12323
MANSFIELD,66188,14251
MARSHALL,55142,13060
MCALLEN,113929,17130
MCKINNEY,95640,14349
MESQUITE,83506,14033
MIDLAND,36110,14362
MISSION,66812,17695
MOUNT PLEASANT,36720,13694
NACOGDOCHES,59565,12989
NORTH RICHLAND,73535,13455
ODESSA,56776,15777
PALESTINE,34143,12514
PAMPA,46984,13085
PARIS,36867,13334
PASADENA,74439,14460
PLANO,74775,13944
PORT ARTHUR,59678,13342
RICHARDSON,60326,12922
RICHMOND,47432,14773
ROUND ROCK,86530,13924
ROWLETT,91741,14694
SAN ANGELO,39485,12750
SAN ANTONIO,65976,15668
SAN MARCOS,42170,13238
SEGUIN,47993,13792
SHERMAN,73480,14039
SUNNYVALE,56399,18369
TEMPLE,49731,18086
TEXARKANA,55864,13206
TEXAS CITY,103431,14254
TOMBALL,54124,13039
TYLER,104477,13408
VICTORIA,62046,13283
WACO,48463,13010
WAXAHACHIE,40787,13165
WEATHERFORD,44613,11214
WEBSTER,119479,14171
WESLACO,46512,16025
WHARTON,49390,15060
WICHITA FALLS,54395,15526
