city,avgCoveredCharges,averagePayments
ABILENE,65756,22418
ADDISON,36653,21245
AMARILLO,64641,20651
ARLINGTON,96961,25622
AUSTIN,131386,29073
BEAUMONT,123826,27300
BELLAIRE,87548,22322
BROWNSVILLE,101756,25303
BRYAN,78320,23852
CARROLLTON,86754,24842
COLLEGE STATION,211071,25843
CORPUS CHRISTI,184401,31313
CYPRESS,258074,37730
DALLAS,77384,27442
DECATUR,118084,26012
DENISON,92298,24091
DENTON,90615,24206
EDINBURG,90552,26880
EL PASO,125288,23721
FORT WORTH,122857,30202
FRISCO,142944,32141
GALVESTON,65599,48348
GARLAND,53470,24561
GONZALES,46407,26589
GRANBURY,209465,23891
GRAPEVINE,66640,20684
HARLINGEN,80173,23551
HOUSTON,97677,27810
IRVING,109771,26017
LAREDO,263678,29210
LEWISVILLE,168331,32146
LONGVIEW,115468,23371
LUBBOCK,91379,23035
MIDLAND,56312,23424
MISSION,35946,26000
NACOGDOCHES,116304,21756
NORTH RICHLAND,306773,45866
ODESSA,57052,28530
PARIS,72480,23639
PASADENA,99971,27045
PLANO,122712,27109
RICHARDSON,41784,22729
SAN ANGELO,69745,22559
SAN ANTONIO,107197,25434
SEGUIN,81114,25038
SOUTHLAKE,72780,26254
SUGAR LAND,128412,30272
TEMPLE,79262,27172
TEXARKANA,113866,22887
THE WOODLANDS,167246,42183
TOMBALL,140739,26901
TYLER,79883,21431
VICTORIA,153407,24403
WACO,66212,22316
WEATHERFORD,82426,21353
WEBSTER,158462,31492
WEIMAR,24409,21456
WESLACO,59406,26274
WICHITA FALLS,96769,26376
