city,avgCoveredCharges,averagePayments
ABILENE,42345,8455
AMARILLO,28645,7672
ARLINGTON,46307,8730
ATHENS,41301,8779
AUSTIN,44034,9162
BAY CITY,28571,9179
BAYTOWN,64161,9659
BEAUMONT,43216,8475
BEDFORD,32826,7925
BOWIE,29398,8931
BRENHAM,34672,10704
BROWNSVILLE,112377,11760
BROWNWOOD,45561,8071
BRYAN,36470,9181
CARROLLTON,29649,9325
CEDAR PARK,45514,7759
CLEBURNE,40714,8776
CLIFTON,20512,9035
CONROE,72346,8833
CORPUS CHRISTI,53479,9260
CORSICANA,40201,8789
CROCKETT,37991,8434
CYPRESS,74422,7843
DALLAS,43982,11508
DENISON,28584,9043
DENTON,56703,8729
EAGLE PASS,42941,8319
EDINBURG,45204,11379
EL PASO,61430,9623
ENNIS,25254,8317
FLORESVILLE,16162,8636
FORT WORTH,38366,9036
FREDERICKSBURG,17944,8478
FRISCO,82527,7953
GALVESTON,29325,21996
GARLAND,31482,9629
GONZALES,14598,9744
GRANBURY,53939,8901
GRAPEVINE,27636,7459
GREENVILLE,27236,8864
HAMILTON,13056,7853
HARLINGEN,38403,10530
HENDERSON,33473,7763
HOUSTON,41932,10010
HUNTSVILLE,32616,8642
IRVING,31916,8636
JACKSONVILLE,64813,9055
JOURDANTON,35107,8645
KATY,26830,8396
KERRVILLE,27348,8691
KINGWOOD,53497,9218
KYLE,50344,9722
LA GRANGE,11962,8849
LAKE JACKSON,29796,8664
LAREDO,49505,10659
LEWISVILLE,35997,8509
LLANO,10687,9028
LONGVIEW,31878,7955
LUBBOCK,64606,9912
LUFKIN,53628,7839
MCALLEN,68274,11460
MCKINNEY,73986,8767
MEXIA,37091,9227
MIDLAND,34725,9686
MISSION,27700,11148
MOUNT PLEASANT,19526,9458
NACOGDOCHES,47981,8202
NASSAU BAY,35494,7941
NORTH RICHLAND,39259,7523
ODESSA,44232,10508
PAMPA,15009,8566
PARIS,27326,8502
PASADENA,50143,8873
PLANO,41406,8228
PORT ARTHUR,46698,10621
RICHARDSON,35634,9215
RICHMOND,30606,8614
ROUND ROCK,37009,8002
SAN ANGELO,27178,8240
SAN ANTONIO,39112,9703
SEGUIN,24810,8318
SHERMAN,29353,8095
SUGAR LAND,48763,7987
SWEETWATER,22521,10948
TEMPLE,19927,10391
TEXARKANA,32749,7986
TEXAS CITY,84517,9008
THE WOODLANDS,45374,8590
TOMBALL,40315,8173
TRINITY,51116,10334
TYLER,49512,7956
VICTORIA,47590,8017
WACO,30064,8570
WEATHERFORD,37694,8017
WEBSTER,65278,9337
WEIMAR,10597,7446
WESLACO,28798,11050
WHITNEY,5795,6777
WICHITA FALLS,33923,9337
