city,avgCoveredCharges,averagePayments
ABILENE,28724,3944
ALICE,26582,3789
ALLEN,12659,4303
AMARILLO,18406,4148
ARLINGTON,22692,4376
ATHENS,27295,4310
ATLANTA,11390,4388
AUSTIN,23027,4951
AZLE,14448,4610
BAY CITY,15597,4344
BAYTOWN,33060,4861
BEAUMONT,22654,4106
BEDFORD,17354,4068
BEEVILLE,22369,4984
BELLVILLE,8815,5134
BIG SPRING,29674,4350
BOWIE,15268,4416
BRECKENRIDGE,9628,3841
BRENHAM,20224,5036
BRIDGEPORT,18512,4734
BROWNFIELD,8426,5590
BROWNSVILLE,45472,5848
BROWNWOOD,29338,3939
BRYAN,22910,4453
CARRIZO SPRINGS,10292,4918
CARROLLTON,15446,4839
CARTHAGE,18722,4840
CEDAR PARK,19878,4598
CENTER,18344,4541
CHILDRESS,10306,4935
CLARKSVILLE,33516,3894
CLEBURNE,16501,4183
CLEVELAND,38957,5263
CLIFTON,12063,4436
COLLEGE STATION,39402,5283
COLUMBUS,9761,5172
COMANCHE,12110,4273
CONROE,37945,4678
CORPUS CHRISTI,27222,4478
CORSICANA,25230,4300
CROCKETT,23451,4799
CUERO,11318,4579
CYPRESS,41576,3943
DALLAS,24644,4937
DECATUR,21554,4026
DENISON,14003,4429
DENTON,26625,4207
EAGLE PASS,30373,3927
EDINBURG,28942,5758
EL PASO,31819,4743
ENNIS,18038,4712
FLORESVILLE,13559,4461
FLOWER MOUND,22430,4286
FORT STOCKTON,15424,5128
FORT WORTH,22360,4850
FREDERICKSBURG,8742,4171
FRISCO,34115,4387
GAINESVILLE,11624,3911
GALVESTON,12144,10186
GARLAND,17526,4532
GLEN ROSE,13106,4535
GONZALES,7907,4773
GRAHAM,7990,4486
GRANBURY,33335,4374
GRAPEVINE,17100,4010
GREENVILLE,13921,4399
HAMILTON,7218,3756
HARLINGEN,19924,5267
HEREFORD,9671,4846
HILLSBORO,16552,4019
HOUSTON,21411,5162
HUMBLE,17156,4449
HUNTSVILLE,14646,4314
IRVING,17089,4572
JACKSONVILLE,30484,4355
JASPER,13446,4288
JOURDANTON,19813,4472
KATY,16582,5023
KAUFMAN,13439,4249
KERRVILLE,16139,4140
KILLEEN,16110,4192
KINGSVILLE,23158,3931
KINGWOOD,32284,4977
KYLE,27860,4914
LA GRANGE,10244,4402
LAKE JACKSON,16612,4543
LAMESA,8929,5984
LAREDO,27974,5104
LEVELLAND,11672,4987
LITTLEFIELD,8885,7583
LIVINGSTON,31413,3964
LLANO,6200,4501
LONGVIEW,20680,4055
LUBBOCK,29501,4765
LUFKIN,32081,3791
MANSFIELD,19505,4526
MARLIN,12803,5341
MARSHALL,18493,4342
MCALLEN,30430,5368
MCKINNEY,37121,4453
MEXIA,16752,4990
MIDLAND,16499,5676
MINERAL WELLS,9332,4873
MISSION,16119,5544
MOUNT PLEASANT,13799,4589
NACOGDOCHES,21676,4146
NASSAU BAY,17310,3946
NOCONA,8387,4690
NORTH RICHLAND,25904,3857
ODESSA,21800,5533
ORANGE,23591,4513
PALESTINE,15338,4148
PAMPA,16021,4003
PARIS,14006,4270
PASADENA,29974,4432
PEARSALL,7337,4676
PLAINVIEW,16480,4478
PLANO,25356,4157
PORT ARTHUR,25019,4315
RICHMOND,21826,4738
RIO GRANDE CITY,8894,4349
ROCKWALL,16303,4200
ROUND ROCK,19655,3997
ROWLETT,24176,4254
SAN ANGELO,18706,4611
SAN ANTONIO,20834,5086
SAN MARCOS,20477,4555
SEGUIN,12725,4243
SHERMAN,14825,4010
SMITHVILLE,12724,3892
SNYDER,11680,4535
STEPHENVILLE,15135,4476
SUGAR LAND,25017,4129
SULPHUR SPRINGS,9216,4132
SUNNYVALE,32064,8393
SWEETWATER,11676,5391
TEMPLE,13390,5110
TEXARKANA,20146,3975
TEXAS CITY,27794,4356
THE WOODLANDS,21577,5410
TOMBALL,20968,4248
TYLER,32455,3979
UVALDE,14001,5269
VICTORIA,26267,4408
WACO,14916,4121
WAXAHACHIE,17687,4126
WEATHERFORD,20660,3923
WEBSTER,32115,4261
WESLACO,17050,4997
WICHITA FALLS,18523,4467
WOODVILLE,9302,4244
