city,avgCoveredCharges,averagePayments
ALBANY,24564,6226
AMSTERDAM,10752,4509
AUBURN,12964,5474
BATAVIA,10618,4800
BAY SHORE,25172,6704
BETHPAGE,27853,5865
BINGHAMTON,7578,4749
BRONX,20504,11904
BRONXVILLE,16943,5746
BROOKLYN,21805,10276
BUFFALO,12050,6329
CANANDAIGUA,8767,4590
CARMEL,27957,5721
CARTHAGE,17289,5922
COOPERSTOWN,11950,7906
CORNING,10960,4789
CORTLAND,8689,5163
CORTLANDT MANOR,25019,5854
DANSVILLE,8616,5156
EAST MEADOW,16644,10096
ELMHURST,20267,11187
ELMIRA,13721,5092
FAR ROCKAWAY,23908,9990
FLUSHING,19791,8969
FOREST HILLS,21414,7534
GENEVA,7225,4813
GLEN COVE,27081,6068
GLENS FALLS,10842,4500
GLOVERSVILLE,15107,5373
GREENPORT,28985,6745
HAMILTON,9143,4927
HARRIS,21197,5831
HUDSON,12868,5101
HUNTINGTON,22493,5644
ITHACA,9407,5001
JAMAICA,12392,10341
JAMESTOWN,14954,4749
JOHNSON CITY,14187,5520
KENMORE,8612,5998
KINGSTON,25412,6261
LEWISTON,7823,5041
LOCKPORT,8195,5242
LONG BEACH,23345,7102
LOWVILLE,6197,5777
MALONE,4605,4838
MANHASSET,36322,8509
MASSENA,11063,5693
MIDDLETOWN,35445,5901
MINEOLA,45508,7538
MOUNT KISCO,14894,5693
MOUNT VERNON,19094,8308
NEW HYDE PARK,36664,10445
NEW ROCHELLE,16102,8282
NEW YORK,26343,10161
NEWARK,10685,4725
NEWBURGH,25059,5978
NORWICH,14417,5924
NYACK,24738,6350
OCEANSIDE,23157,6196
OGDENSBURG,7769,5207
OLEAN,8199,4659
ONEONTA,8178,4956
OSWEGO,13106,5506
PATCHOGUE,34502,6493
PLAINVIEW,25265,6317
PLATTSBURGH,14488,6928
PORT JEFFERSON,30279,6144
PORT JERVIS,28968,6302
POTSDAM,8000,5386
POUGHKEEPSIE,27732,6414
RIVERHEAD,22557,6080
ROCHESTER,8968,6025
ROCKVILLE CENTR,26292,6127
ROME,15502,4745
ROSLYN,28184,6376
SARANAC LAKE,11601,5685
SARATOGA SPRING,13310,4395
SCHENECTADY,16412,5286
SLEEPY HOLLOW,20662,7067
SMITHTOWN,36987,6035
SOUTHAMPTON,19885,6398
STATEN ISLAND,26463,8353
STONY BROOK,24797,9282
SUFFERN,26869,6508
SYRACUSE,14558,6416
TROY,15432,4816
UTICA,15363,5022
VALHALLA,42368,9934
VALLEY STREAM,29828,5885
WARWICK,29589,5604
WATERTOWN,19968,7585
WELLSVILLE,6176,4694
WEST ISLIP,35804,6729
WHITE PLAINS,17812,5697
YONKERS,15357,7690
