city,avgCoveredCharges,averagePayments
ALBANY,25154,10088
BAY SHORE,34644,10183
BETHPAGE,37478,8534
BINGHAMTON,16216,7403
BRONX,57695,16292
BRONXVILLE,29885,8811
BROOKLYN,25271,15280
BUFFALO,13247,8611
CARMEL,35651,8554
COOPERSTOWN,12214,11635
CORNING,12039,7335
CORTLAND,11744,7500
ELMIRA,16577,7924
FAR ROCKAWAY,30640,16742
FLUSHING,33622,12687
FOREST HILLS,33152,11835
GENEVA,10332,7449
GLENS FALLS,12939,6268
HUNTINGTON,36432,9190
JOHNSON CITY,25202,10641
KINGSTON,18580,9501
LOCKPORT,14420,8244
LONG BEACH,43016,11054
MANHASSET,53336,12410
MIDDLETOWN,42725,8902
MINEOLA,48251,11957
MOUNT KISCO,25811,8691
NEW HYDE PARK,44100,14370
NEW ROCHELLE,30937,14488
NEW YORK,44523,14333
NYACK,38311,9428
OCEANSIDE,36107,9432
ONEIDA,14160,8387
PATCHOGUE,53808,9296
PLAINVIEW,34820,9566
PORT JEFFERSON,31235,8380
POUGHKEEPSIE,38774,9031
RIVERHEAD,36168,9613
ROCHESTER,11720,8429
ROCKVILLE CENTR,50239,9448
ROSLYN,42923,9675
SCHENECTADY,26116,7769
SMITHTOWN,46968,8414
SOUTHAMPTON,28888,10131
STATEN ISLAND,32724,12489
STONY BROOK,46125,14623
SUFFERN,34407,9887
SYRACUSE,19003,9424
TROY,31510,7759
UTICA,20944,7750
VALHALLA,74726,15204
WEST ISLIP,48640,9509
WHITE PLAINS,29371,8911
YONKERS,28942,11886
