city,avgCoveredCharges,averagePayments
ALBANY,46377,12877
AMSTERDAM,26518,10053
BAY SHORE,56914,15906
BETHPAGE,43592,11496
BINGHAMTON,15556,9637
BRONX,54913,21198
BRONXVILLE,51212,13504
BROOKLYN,59730,25020
BUFFALO,34542,14821
CARMEL,42616,12262
COOPERSTOWN,27121,16060
CORNING,18036,8744
CORTLANDT MANOR,47100,13271
EAST MEADOW,43893,21774
ELMHURST,32089,23173
ELMIRA,25212,10104
FAR ROCKAWAY,43915,20744
FLUSHING,44887,17882
FOREST HILLS,44070,15522
GLEN COVE,41519,12551
GLENS FALLS,23463,9283
HARRIS,22444,10276
HUNTINGTON,48999,12226
ITHACA,16601,10307
JAMAICA,26998,21525
JOHNSON CITY,27384,11457
KINGSTON,57786,14114
LOCKPORT,21995,10964
LONG BEACH,40350,13855
MANHASSET,77244,17287
MIDDLETOWN,45539,12313
MINEOLA,80350,17844
MOUNT KISCO,29461,11686
NEW HYDE PARK,60610,19449
NEW ROCHELLE,32114,17046
NEW YORK,59392,20246
NEWBURGH,52274,12611
NYACK,68025,13225
OCEANSIDE,62798,13389
OLEAN,17421,9576
PATCHOGUE,78282,12768
PLAINVIEW,50639,13371
PLATTSBURGH,27178,13953
PORT JEFFERSON,51934,11964
POUGHKEEPSIE,53283,12509
ROCHESTER,22109,12932
ROCKVILLE CENTR,53170,12662
ROSLYN,68568,13248
SARATOGA SPRING,28971,9280
SCHENECTADY,28626,10143
SLEEPY HOLLOW,41130,14371
SMITHTOWN,59279,11721
STATEN ISLAND,51223,16768
STONY BROOK,79914,22744
SUFFERN,60918,14219
SYRACUSE,29554,13969
TROY,33865,10060
UTICA,37954,11272
VALLEY STREAM,53531,11846
WATERTOWN,32465,15812
WEST ISLIP,67593,12838
WHITE PLAINS,31422,11659
YONKERS,39420,16294
