city,avgCoveredCharges,averagePayments
ALBANY,15208,4778
AMSTERDAM,8167,4014
AUBURN,11902,5196
BATAVIA,10792,4213
BATH,7702,4851
BAY SHORE,19885,5941
BETHPAGE,21503,4868
BINGHAMTON,7506,4108
BROCKPORT,11610,3694
BRONX,17432,8894
BRONXVILLE,21386,5001
BROOKLYN,16533,8486
BUFFALO,11166,5480
CANANDAIGUA,7155,4043
CARMEL,29263,7764
CARTHAGE,11691,5435
CLIFTON SPRINGS,6982,4041
COOPERSTOWN,9921,6666
CORNING,7772,4178
CORTLAND,6702,4502
CORTLANDT MANOR,24730,5039
DANSVILLE,7352,4339
EAST MEADOW,12107,8497
ELMHURST,13977,9679
ELMIRA,10894,4384
FAR ROCKAWAY,19332,8666
FLUSHING,18540,7463
FOREST HILLS,16194,6364
GENEVA,6965,4055
GLEN COVE,21761,5318
GLENS FALLS,8763,3989
GLOVERSVILLE,15914,4785
GOWANDA,6832,4015
GREENPORT,28800,5470
HAMILTON,9000,4434
HORNELL,7453,4830
HUDSON,11156,4406
HUNTINGTON,17042,4784
ITHACA,8127,4300
JAMAICA,10755,8806
JAMESTOWN,10390,3919
JOHNSON CITY,10409,4665
KENMORE,7077,3854
KINGSTON,17927,5421
LEWISTON,7572,4469
LOCKPORT,7567,5087
LONG BEACH,19926,6030
LOWVILLE,5573,5247
MALONE,5545,4560
MANHASSET,29438,7335
MASSENA,7174,4885
MEDINA,4768,4563
MIDDLETOWN,29320,5381
MINEOLA,30590,6972
MOUNT KISCO,15478,5061
NEW HYDE PARK,23308,8134
NEW ROCHELLE,13582,7158
NEW YORK,21722,8332
NEWARK,9614,4192
NEWBURGH,21866,5184
NIAGARA FALLS,9257,5326
NORWICH,13159,5183
NYACK,31425,5588
OCEANSIDE,22396,5294
OLEAN,7912,4034
ONEIDA,11742,4711
ONEONTA,7304,4139
OSWEGO,9049,4739
PATCHOGUE,30202,5402
PLAINVIEW,24346,5538
PLATTSBURGH,13456,5938
PORT JEFFERSON,25798,4865
PORT JERVIS,22995,5673
POTSDAM,7448,4778
POUGHKEEPSIE,26036,5620
RIVERHEAD,23874,5189
ROCHESTER,7840,4985
ROCKVILLE CENTR,22006,5256
ROME,13513,4141
ROSLYN,28836,5348
SARATOGA SPRING,13837,3802
SCHENECTADY,13441,4176
SLEEPY HOLLOW,22192,6163
SMITHTOWN,30969,4965
SOUTHAMPTON,19514,5548
SPRINGVILLE,7320,3933
STATEN ISLAND,17775,6871
STONY BROOK,18772,7654
SUFFERN,32623,5633
SYRACUSE,10905,5271
TROY,13443,4432
UTICA,12927,4360
VALHALLA,42867,8935
VALLEY STREAM,20385,5276
WARSAW,6700,5284
WATERTOWN,11725,6567
WEST ISLIP,28424,5699
WHITE PLAINS,19013,4913
YONKERS,17051,6782
