city,avgCoveredCharges,averagePayments
ALBANY,66261,23132
AMSTERDAM,21518,9786
AUBURN,34009,13093
BATAVIA,26450,11958
BAY SHORE,39921,16376
BETHPAGE,49582,14267
BINGHAMTON,25548,11324
BRONX,58155,20401
BRONXVILLE,32776,14032
BROOKLYN,48533,25523
BUFFALO,28347,13937
CANANDAIGUA,29170,12785
CARMEL,38188,13434
COOPERSTOWN,31016,18630
CORNING,31275,12775
CORTLAND,22730,12509
CORTLANDT MANOR,54325,13514
ELMIRA,38321,12766
FAR ROCKAWAY,53589,27433
FLUSHING,48287,21911
FOREST HILLS,41536,17877
GLEN COVE,48329,14956
GLENS FALLS,37169,13408
HARRIS,30052,13652
HUNTINGTON,40791,13407
JAMESTOWN,30019,11443
JOHNSON CITY,23288,12851
LOCKPORT,17865,13055
MANHASSET,67496,19738
MIDDLETOWN,73474,15038
MINEOLA,71818,19744
MOUNT KISCO,44260,15730
NEW HYDE PARK,61202,21925
NEW ROCHELLE,34287,19000
NEW YORK,77170,24645
NEWBURGH,64692,14507
NYACK,56599,15170
OCEANSIDE,68061,15963
OGDENSBURG,11355,11340
ONEONTA,18838,10674
PATCHOGUE,92788,15451
PLAINVIEW,46542,15555
PLATTSBURGH,52442,21051
PORT JEFFERSON,58164,14986
POUGHKEEPSIE,52620,14041
RIVERHEAD,65631,15137
ROCHESTER,22443,13712
ROCKVILLE CENTR,83974,17342
ROME,28122,11837
ROSLYN,55324,16035
SARATOGA SPRING,39651,12463
SCHENECTADY,48439,12950
SLEEPY HOLLOW,55904,16770
SMITHTOWN,75029,13957
STATEN ISLAND,48627,19485
STONY BROOK,85110,22784
SUFFERN,62872,15384
SYRACUSE,41639,17431
TROY,34401,11718
UTICA,31690,12149
VALHALLA,140871,32734
WATERTOWN,32020,18789
WEST ISLIP,74482,15392
WHITE PLAINS,48212,15377
YONKERS,49036,18961
